voiceID,startTime,endTime,avgTime,meanF0Hz,stdevF0Hz,HNR,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer,meanPitch,maxPitch,minPitch,meanIntensity,maxIntensity,minIntensity
1106.458_1108.746,1106.458,1108.746,1107.602,209.26453943407776,66.24340509614014,9.371991465773608,0.020066402382332395,9.595772449011463e-05,0.009819448972644263,0.011236587629280818,0.02945834691793279,0.12185931975236901,1.0442279224498023,0.05318249729360697,0.06482176545557598,0.11177704856186724,0.1595474918808209,154.8615319639738,238.84016108986665,84.06552773868427,61.39632402248791,78.58832905602023,27.496076562091897
1136.327_1138.58,1136.327,1138.58,1137.4535,276.7981679793647,47.72719851643827,14.170023585989858,0.015149179287731225,5.415668090892972e-05,0.007670664083701508,0.008176895152986911,0.023011992251104525,0.09246240950515776,0.8133633058200468,0.04321092508908122,0.05280501537836243,0.07434644488444314,0.12963277526724365,221.64893767227454,563.1435258638058,99.97285667403509,55.536959698783214,76.64457374169298,17.71580840136268
1139.84_1140.35,1139.84,1140.35,1140.0949999999998,291.8319628638181,6.887058447430245,13.835764303695901,0.007254661478359588,2.4848567634683316e-05,0.003694472174924493,0.003992992907072238,0.01108341652477348,0.06885975184908547,0.7370342305608636,0.02822542562280011,0.03315293068616862,0.07300374126758113,0.08467627686840032,193.71798390373544,219.43776599701943,100.9925216484731,53.22411249513628,75.29110511652003,17.89582740798934
1141.501_1145.378,1141.501,1145.378,1143.4395,259.0328601020329,64.84732767738494,11.46295824348449,0.021323093206379852,8.27136891038428e-05,0.010950230404780098,0.010823200254632882,0.0328506912143403,0.11528524353484292,1.0330294561292608,0.056006770204628735,0.06182083359381707,0.0961159685302517,0.1680203106138862,217.9212351879927,587.9182730934444,90.0998303400265,60.47234106921409,77.88960668168849,19.981083602134955
1186.334_1188.767,1186.334,1188.767,1187.5505,265.2944116560057,30.15797306562908,11.848164440090477,0.018113030359885977,6.867531631637548e-05,0.009186575277396,0.010776837940620352,0.027559725832188,0.10650650803246015,1.0282233759286672,0.03975340933252476,0.06268495215756821,0.11841107791434659,0.11926022799757428,191.58389510758894,298.25281174723665,168.70939207708332,53.93405607371221,76.51712190660095,16.5168862117451
1223.787_1224.798,1223.787,1224.798,1224.2925,276.72495269080343,10.037149387347753,17.263543201957894,0.018026142685924552,6.526439791243895e-05,0.00882360837310492,0.00990481128967448,0.026470825119314763,0.07446492016401049,0.6892360655386724,0.03545595311015602,0.03608257684447859,0.05780857288849964,0.10636785933046806,218.38839963833613,535.4346750100606,176.79940470473753,61.56133387898899,75.06157944407595,26.91781097953995
1226.131_1227.124,1226.131,1227.124,1226.6275,252.55717367120258,120.56356833138462,9.50256415114202,0.029472033098227633,0.00011762538029590257,0.012257336640194618,0.012009961517618557,0.036772009920583854,0.11891807947220843,1.111501113798421,0.043359104702065554,0.07266449490809083,0.12688567490515432,0.13007731410619666,281.9341947704967,545.7568372060705,93.66863209800049,64.70916283459093,77.07852913928875,38.48687526206164
1235.572_1236.366,1235.572,1236.366,1235.969,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0,-1.0,36.014446768068886,52.684676507404276,21.541724851967487
1261.261_1263.181,1261.261,1263.181,1262.221,282.9526681735412,17.97787545651085,10.928964548731356,0.02423465699172674,8.590000474956367e-05,0.011995164171842921,0.013267597794468353,0.035985492515528766,0.10529171822818613,1.0425939504437516,0.03838009897474937,0.055361365023608604,0.08889428875124204,0.11514029692424813,223.30750546953794,575.2899043189161,178.29135179366324,59.387975471053615,75.52269686898542,17.207310308993186
1324.846_1327.462,1324.846,1327.462,1326.154,254.25779373118627,93.45183624642047,13.646550864988502,0.020673929204798578,8.140434084660128e-05,0.010014397739783024,0.009602599495564619,0.030043193219349073,0.08262057285745324,0.8795944888105913,0.03330142953866165,0.04722283788461857,0.06948153111044078,0.09990428861598495,196.23421463513756,421.8457314690182,78.68652071220994,55.38943856162997,79.82843166092151,15.985561573744079
1328.507_1330.723,1328.507,1330.723,1329.615,207.4008569760076,114.98150674226817,6.879270572811574,0.0311049300736682,0.00014810553101478978,0.016927612220846766,0.018703961597579286,0.0507828366625403,0.14274944750781143,1.2742209645514002,0.06580695093086775,0.10245033602604092,0.15869521147653862,0.19742085279260324,219.4943742593001,596.3887012811042,88.17650329798803,44.36450867770925,74.1870813498102,0.7646256727991158
1366.216_1368.827,1366.216,1368.827,1367.5214999999998,371.5976073767531,66.54214067671069,3.95226431831401,0.03738124212534419,0.00010524310155722291,0.01571479063689091,0.015420149444694588,0.047144371910672736,0.1565206362251728,1.3655639264166697,0.04358396521325074,0.04771423267581469,0.12589205631875142,0.1307518956397522,341.7621626247905,559.6331941747585,230.2698526173775,35.379783835641746,76.78514121353571,13.50697098384995
1374.157_1375.193,1374.157,1375.193,1374.675,270.23147969726847,13.03837601237869,13.385020461164055,0.029014547884343028,0.00010800407427374089,0.016117604569151827,0.01690636349923897,0.04835281370745548,0.11024178952508316,1.1757917347699929,0.05496464802087101,0.05117588698636038,0.09561719532060167,0.16489394406261304,196.0291235167181,220.97671121147027,176.56220440923823,42.05026168737086,71.63294099585887,19.57445398198048
