Experiment ID,feature,Proximity,Convergence,convergence_pvalue,p_corr(-15),p_corr(-15)_p_val,p_corr(-10),p_corr(-10)_p_val,p_corr(-5),p_corr(-5)_p_val,p_corr(0),p_corr(0)_p_val,p_corr(5),p_corr(5)_p_val,p_corr(10),p_corr(10)_p_val,p_corr(15),p_corr(15)_p_val
Sarah-2 Furhat,localabsoluteJitter,-0.5470907916,0.303411061,2.51E-31,0.3715131469,9.13E-47,0.384629543,1.91E-50,0.3928430821,6.48E-53,0.3951691581,9.22E-54,0.3986357616,1.43E-54,0.4014617948,3.35E-55,0.4063751966,1.91E-56
Sarah-2 Furhat,rapJitter,-0.7086917077,0.2235938508,2.17E-17,-0.01032817002,0.7003377665,0.01235082919,0.6447489061,0.02968123027,0.2669044651,0.04198908583,0.1155465355,0.0525733458,0.04913468481,0.06344414519,0.01775279984,0.07502908409,0.005114625914
Sarah-2 Furhat,ppq5Jitter,-0.5998011661,0.2337781187,6.60E-19,0.3114940702,1.12E-32,0.3358719114,3.70E-38,0.351460086,5.34E-42,0.3626005051,6.17E-45,0.3743848049,7.54E-48,0.3867490321,4.98E-51,0.3999060467,1.47E-54
Sarah-2 Furhat,ddpJitter,-0.7086917077,0.2235938508,2.17E-17,-0.01032817002,0.7003377665,0.01235082919,0.6447489061,0.02968123027,0.2669044651,0.04198908583,0.1155465355,0.0525733458,0.04913468481,0.06344414519,0.01775279984,0.07502908409,0.005114625914
Sarah-2 Furhat,localShimmer,-0.5910826591,0.1423992782,8.23E-08,0.4091232933,2.93E-57,0.4175319517,5.26E-60,0.4274315031,2.56E-63,0.4395963958,1.65E-67,0.4537809401,4.24E-72,0.4710585415,5.11E-78,0.4880041913,3.98E-84
Sarah-2 Furhat,localdbShimmer,-0.5442268416,0.1110138104,3.02E-05,0.2465424309,1.05E-20,0.2469246995,7.75E-21,0.2495442734,2.48E-21,0.2522988592,7.41E-22,0.2591294783,6.24E-23,0.2729439816,2.85E-25,0.2900437433,2.29E-28
Sarah-2 Furhat,apq3Shimmer,-0.6443522452,0.2586910427,6.22E-23,0.175119081,4.82E-11,0.1852020707,3.08E-12,0.1948462538,1.88E-13,0.2043559627,1.01E-14,0.2128144244,8.22E-16,0.2226614842,3.84E-17,0.2305201284,3.11E-18
Sarah-2 Furhat,apq5Shimmer,-0.6094951813,0.2172015394,1.79E-16,-0.2316832029,2.09E-18,-0.2324083593,1.41E-18,-0.2307751715,2.16E-18,-0.2265543324,8.00E-18,-0.2222808586,3.83E-17,-0.213486974,7.47E-16,-0.2036623968,1.73E-14
Sarah-2 Furhat,apq11Shimmer,-0.532013899,-0.03805940556,0.1537678201,0.006162050676,0.8183900917,-0.007176008593,0.7887908572,-0.02116520491,0.4285975718,-0.03072190899,0.2496432474,-0.03802924668,0.1548300133,-0.04811991115,0.07228183006,-0.06531317349,0.01483676506
Sarah-2 Furhat,ddaShimmer,-0.6443522452,0.2586910427,6.22E-23,0.175119081,4.82E-11,0.1852020707,3.08E-12,0.1948462538,1.88E-13,0.2043559627,1.01E-14,0.2128144244,8.22E-16,0.2226614842,3.84E-17,0.2305201284,3.11E-18
Sarah-2 Furhat,meanPitch,-0.5272420475,0.1854134407,2.43E-12,0.6173018103,6.90E-147,0.5935615706,1.19E-133,0.5697299605,2.26E-121,0.5396445378,4.53E-107,0.5094169162,2.25E-93,0.4788646073,6.36E-81,0.4479566086,1.33E-69
Sarah-2 Furhat,maxPitch,-0.4688355892,-0.1314575033,7.56E-07,0.1835328936,5.29E-12,0.1629103895,9.22E-10,0.1418108579,9.81E-08,0.1186063611,8.23E-06,0.1002735872,0.0001703471743,0.08773596942,0.001032640759,0.06068049752,0.02362349977
Sarah-2 Furhat,minPitch,-0.5325221718,0.3063803073,6.12E-32,0.8662042665,0,0.8409512539,0,0.816388235,0,0.7829529721,9.89E-292,0.7493370108,1.02E-252,0.7157162406,1.41E-219,0.6821176063,4.76E-191
Sarah-2 Furhat,meanIntensity,-0.3477185124,-0.1170299454,1.09E-05,0.2167524352,2.98E-16,0.2307521849,2.50E-18,0.2303544879,2.50E-18,0.228902945,3.59E-18,0.2294089697,3.46E-18,0.2259509426,1.28E-17,0.2162330396,3.52E-16
Sarah-2 Furhat,maxIntensity,-0.5803728664,-0.09586539713,0.0003185489601,0.6268540039,9.64E-153,0.6317029369,2.40E-156,0.6331923628,7.43E-158,0.6299210296,2.58E-156,0.6337355219,3.32E-158,0.6346041201,3.32E-158,0.6337787238,4.08E-157
Sarah-2 Furhat,minIntensity,-0.4393247951,0.1211658442,5.21E-06,0.3441745818,5.80E-40,0.3551490632,9.23E-43,0.3622908435,1.05E-44,0.3683756618,1.99E-46,0.3775501747,1.08E-48,0.3864197604,6.14E-51,0.3824402049,1.13E-49
Nash-Dec 10 12_30- Human- Male,meanF0Hz,-0.3312398932,-0.2697081565,1.42E-22,0.4257197629,2.53E-56,0.4300919974,8.54E-58,0.4302947696,4.46E-58,0.4311942453,1.46E-58,0.4308526057,3.07E-58,0.4285987002,2.30E-57,0.4259727306,2.14E-56
Nash-Dec 10 12_30- Human- Male,stdevF0Hz,-0.4264955957,-0.4442117601,1.89E-62,0.02540430506,0.3689177247,0.02205123907,0.4345452927,0.0199379225,0.4789844778,0.01554694591,0.5801960108,0.01453440704,0.6058195564,0.01398511851,0.620205266,0.01196105958,0.6723047214
Nash-Dec 10 12_30- Human- Male,HNR,-0.5629794865,-0.1668141387,2.28E-09,0.04623145528,0.1018960346,0.05795374952,0.03985922563,0.06980504311,0.01308849906,0.07886169484,0.004957346221,0.08949190399,0.001454219352,0.1040840087,0.0002172529183,0.1185680581,2.58E-05
Nash-Dec 10 12_30- Human- Male,localJitter,-0.392247058,0.1221702134,1.29E-05,0.1008466118,0.0003498301761,0.1207041252,1.77E-05,0.1475967345,1.37E-07,0.1743157859,4.13E-10,0.1986266243,1.06E-12,0.2186753586,4.38E-15,0.239109857,9.47E-18
Nash-Dec 10 12_30- Human- Male,localabsoluteJitter,-0.3975639403,0.4171098676,1.53E-54,-0.1113298647,7.84E-05,-0.08219848221,0.003528723039,-0.04506322263,0.1094397674,-0.009821326239,0.7267957955,0.02499785231,0.3747287725,0.05521399321,0.05024255955,0.08359273806,0.003064182505
Nash-Dec 10 12_30- Human- Male,rapJitter,-0.3970063916,-0.3364149817,6.35E-35,0.4466235512,1.84E-62,0.4509192975,5.02E-64,0.4594490347,5.79E-67,0.4684625265,3.68E-70,0.4762661754,1.70E-72,0.4819676569,3.72E-74,0.4871458658,1.18E-75
Nash-Dec 10 12_30- Human- Male,ppq5Jitter,-0.4670786981,-0.3063297387,5.92E-29,0.3763424805,1.94E-43,0.3859354825,5.98E-46,0.3973183291,5.07E-49,0.4079454019,4.99E-52,0.4216270281,1.34E-55,0.43508712,2.99E-59,0.450524369,1.17E-63
Nash-Dec 10 12_30- Human- Male,ddpJitter,-0.3970063916,-0.3364149817,6.35E-35,0.4466235512,1.84E-62,0.4509192975,5.02E-64,0.4594490347,5.79E-67,0.4684625265,3.68E-70,0.4762661754,1.70E-72,0.4819676569,3.72E-74,0.4871458658,1.18E-75
Nash-Dec 10 12_30- Human- Male,localShimmer,-0.5558064965,-0.3148421176,1.42E-30,0.1113542369,7.81E-05,0.09863224766,0.0004593841932,0.08755039269,0.001843637854,0.07826002414,0.005298724703,0.07362847635,0.008854437573,0.06874873472,0.01473357816,0.06180292032,0.02869935973
Nash-Dec 10 12_30- Human- Male,localdbShimmer,-0.570047986,-0.337999885,2.94E-35,-0.02296411529,0.4166920384,-0.03555522008,0.207587167,-0.04590529527,0.1029622221,-0.05779608393,0.03961409153,-0.0678395635,0.01589482038,-0.07649814057,0.006636791604,-0.08625080714,0.002245116186
Nash-Dec 10 12_30- Human- Male,apq3Shimmer,-0.5209046139,-0.3369077022,5.00E-35,0.01085719692,0.7010170082,0.0182397796,0.5180562429,0.02510314303,0.3727197307,0.03739904375,0.1832238094,0.05817485855,0.03871877676,0.07896158873,0.005075145428,0.09698854595,0.0005863384856
Nash-Dec 10 12_30- Human- Male,apq5Shimmer,-0.6260673589,-0.703246876,8.47E-190,0.139216424,7.53E-07,0.1411780342,4.97E-07,0.1442011055,2.65E-07,0.1455485866,1.94E-07,0.1467791839,1.61E-07,0.1466360222,1.75E-07,0.1465092319,1.90E-07
Nash-Dec 10 12_30- Human- Male,apq11Shimmer,-0.5477510629,-0.3460526919,5.54E-37,0.1859354714,3.29E-11,0.1705323641,1.15E-09,0.1540146184,3.78E-08,0.1297116192,3.59E-06,0.1073274637,0.0001326175548,0.08280447223,0.003292068493,0.05816201536,0.03954294803
Nash-Dec 10 12_30- Human- Male,ddaShimmer,-0.5209046139,-0.3369077022,5.00E-35,0.01085719692,0.7010170082,0.0182397796,0.5180562429,0.02510314303,0.3727197307,0.03739904375,0.1832238094,0.05817485855,0.03871877676,0.07896158873,0.005075145428,0.09698854595,0.0005863384856
Nash-Dec 10 12_30- Human- Male,meanPitch,-0.4554367658,-0.1637926275,4.45E-09,0.3587327028,2.37E-39,0.359850031,9.36E-40,0.3601848118,5.54E-40,0.3608393525,2.77E-40,0.3620300925,2.10E-40,0.3624835117,2.35E-40,0.3638528335,1.63E-40
Nash-Dec 10 12_30- Human- Male,maxPitch,-0.4178032826,0.06934456568,0.01351780465,0.07246797938,0.01028738492,0.08994581605,0.001405455798,0.1002511644,0.0003593570774,0.106855542,0.0001377441989,0.1115893688,7.06E-05,0.107644762,0.0001306126395,0.09828112207,0.0004941738839
Nash-Dec 10 12_30- Human- Male,minPitch,-0.5059970155,-0.04008191836,0.1537407676,0.3119843045,1.09E-29,0.305552945,1.36E-28,0.297221956,3.54E-27,0.2876319364,1.41E-25,0.2783625977,6.58E-24,0.2714007401,1.11E-22,0.2643357551,1.78E-21
Nash-Dec 10 12_30- Human- Male,meanIntensity,-0.5166311197,-0.1745507802,3.91E-10,0.1704317787,1.27E-09,0.175728793,3.49E-10,0.1699463003,1.22E-09,0.1672146828,2.09E-09,0.1645641722,4.03E-09,0.1714447096,9.35E-10,0.1788780273,1.81E-10
Nash-Dec 10 12_30- Human- Male,maxIntensity,-0.7223601478,-0.09724210522,0.0005253270879,-0.04478496266,0.1130801472,-0.02121280812,0.4522201861,0.002296177706,0.9350264289,0.02911879311,0.3001611819,0.0595034432,0.03447637931,0.09172912563,0.00112552666,0.1212350339,1.68E-05
Nash-Dec 10 12_30- Human- Male,minIntensity,-0.4573549309,-0.05896244751,0.03578615187,0.09153162117,0.00118033659,0.115035837,4.32E-05,0.1284190446,4.69E-06,0.1426038593,3.41E-07,0.1546258196,3.33E-08,0.1689917015,1.63E-09,0.179649647,1.50E-10
Sarah-6 Human,meanF0Hz,-0.5126414331,0.6442219057,6.11E-207,-0.321428298,3.14E-43,-0.3247999491,2.82E-44,-0.3335538763,7.19E-47,-0.345240272,1.95E-50,-0.3363508566,1.12E-47,-0.3251853565,2.21E-44,-0.3177214495,3.17E-42
Sarah-6 Human,stdevF0Hz,-0.5597769125,0.1232154678,2.16E-07,0.1089529672,5.08E-06,0.1343335231,1.69E-08,0.1541958577,8.36E-11,0.1643477578,4.00E-12,0.1757891094,1.20E-13,0.1887836334,1.67E-15,0.1904949838,1.01E-15
Sarah-6 Human,HNR,-0.6734829784,-0.0336041011,0.158785637,-0.3293999941,1.95E-45,-0.3461466885,1.98E-50,-0.3600386935,7.47E-55,-0.3687490662,8.27E-58,-0.3694732169,6.92E-58,-0.3646869261,3.53E-56,-0.3625456434,2.42E-55
Sarah-6 Human,localJitter,-0.4465468311,0.1501286625,2.46E-10,-0.1217888472,3.35E-07,-0.121940157,3.11E-07,-0.1210032414,3.69E-07,-0.1223626873,2.62E-07,-0.1284394323,6.69E-08,-0.1314143907,3.44E-08,-0.1589008376,2.46E-11
Sarah-6 Human,localabsoluteJitter,-0.5999445608,0.351917539,1.82E-52,-0.2871951527,1.74E-34,-0.2881505886,8.25E-35,-0.2898960212,2.51E-35,-0.294936433,1.16E-36,-0.3067981163,1.45E-39,-0.3239194999,4.94E-44,-0.3416758435,5.77E-49
Sarah-6 Human,rapJitter,-0.5077640796,0.3211199708,1.68E-43,-0.2365523583,1.28E-23,-0.2501909973,2.20E-26,-0.2644989333,1.76E-29,-0.2783114886,1.14E-32,-0.2951288435,1.31E-36,-0.3086589793,6.11E-40,-0.3312328193,5.94E-46
Sarah-6 Human,ppq5Jitter,-0.4728456801,0.1120776181,2.44E-06,-0.02484323497,0.2996436909,-0.02616243602,0.27401707,-0.02429594184,0.3090354381,-0.02121518152,0.3737373346,-0.02190715363,0.3590344723,-0.01798642359,0.4520815594,-0.02877192,0.2296416246
Sarah-6 Human,ddpJitter,-0.5077640796,0.3211199708,1.68E-43,-0.2365523583,1.28E-23,-0.2501909973,2.20E-26,-0.2644989333,1.76E-29,-0.2783114886,1.14E-32,-0.2951288435,1.31E-36,-0.3086589793,6.11E-40,-0.3312328193,5.94E-46
Sarah-6 Human,localShimmer,-0.3508787461,-0.274907732,6.90E-32,0.2595174776,2.98E-28,0.267649461,4.32E-30,0.2720307377,3.77E-31,0.2683848605,2.04E-30,0.2630267557,3.68E-29,0.2487283292,4.37E-26,0.2171037381,4.63E-20
Sarah-6 Human,localdbShimmer,-0.4172362878,-0.1268285887,9.37E-08,0.2695890555,1.94E-30,0.2743430395,1.38E-31,0.2745432681,1.02E-31,0.2698258571,9.73E-31,0.2638110984,2.49E-29,0.2474928496,7.78E-26,0.2123647712,3.04E-19
Sarah-6 Human,apq3Shimmer,-0.368587227,-0.1025602881,1.63E-05,-0.01627543245,0.496862489,-0.03039733701,0.2037297374,-0.04623815711,0.05278228167,-0.06826613286,0.004167023035,-0.09139377331,0.0001260596926,-0.113583695,1.90E-06,-0.1373124836,8.45E-09
Sarah-6 Human,apq5Shimmer,-0.4317546007,-0.2801419451,4.26E-33,0.08058181129,0.0007537906918,0.08080626862,0.0007157147349,0.07935021406,0.0008776275917,0.07718964606,0.001191852772,0.0809783416,0.000684874822,0.0831062687,0.0005011855173,0.08798083316,0.0002334677565
Sarah-6 Human,apq11Shimmer,-0.6659619529,0.3127118467,3.15E-41,-0.1219240812,3.25E-07,-0.1345301832,1.61E-08,-0.1439051807,1.40E-09,-0.1531362096,1.06E-10,-0.1651690891,3.35E-12,-0.1734998174,2.70E-13,-0.1772617373,8.74E-14
Sarah-6 Human,ddaShimmer,-0.368587227,-0.1025602881,1.63E-05,-0.01627543245,0.496862489,-0.03039733701,0.2037297374,-0.04623815711,0.05278228167,-0.06826613286,0.004167023035,-0.09139377331,0.0001260596926,-0.113583695,1.90E-06,-0.1373124836,8.45E-09
Sarah-6 Human,meanPitch,-0.723361374,0.6554819069,1.28E-216,-0.3418786519,5.03E-49,-0.3363551004,1.51E-47,-0.3331756416,9.23E-47,-0.330857995,3.16E-46,-0.3324613787,1.48E-46,-0.3341232349,6.64E-47,-0.3368135449,1.51E-47
Sarah-6 Human,maxPitch,-0.577111651,-0.132518765,2.40E-08,-0.08155296827,0.0006497045328,-0.08335372894,0.0004820802911,-0.08470585254,0.0003817105927,-0.08356789278,0.0004489177849,-0.07478650616,0.001717550745,-0.06028724163,0.01165276563,-0.05079023078,0.03387812633
Sarah-6 Human,minPitch,-0.4647365058,0.2994932695,8.42E-38,-0.1435554683,1.70E-09,-0.1349842976,1.44E-08,-0.1274562221,8.44E-08,-0.1188463831,5.73E-07,-0.1103489429,3.59E-06,-0.1020665488,1.89E-05,-0.0929367224,0.000101115707
Sarah-6 Human,meanIntensity,-0.4733688363,-0.2524665097,5.39E-27,0.2324885833,7.57E-23,0.2387428615,4.19E-24,0.2332768713,4.06E-23,0.2273951347,4.47E-22,0.2145980961,9.92E-20,0.19863749,4.97E-17,0.1784964683,5.85E-14
Sarah-6 Human,maxIntensity,-0.4251376958,0.2653722103,9.45E-30,0.007838544937,0.743507942,0.01290162697,0.5896449689,0.02122286976,0.3742447814,0.02923390092,0.2202658133,0.03413513283,0.1528860652,0.04254722772,0.07517220112,0.05126099195,0.03225719857
Sarah-6 Human,minIntensity,-0.2945631008,-0.2811027222,2.54E-33,0.3293491912,2.02E-45,0.3718246936,1.70E-58,0.4120555891,6.79E-73,0.4495639533,2.72E-88,0.4814040313,1.74E-102,0.5087375201,7.76E-116,0.5335074312,5.98E-129
Masha13-Robot,meanF0Hz,-0.4479358363,0.3702138732,9.69E-16,-0.4810328156,5.36E-26,-0.4364416185,2.01E-21,-0.3872471445,5.17E-17,-0.3367636971,3.96E-13,-0.3079300297,5.24E-11,-0.2758432006,6.01E-09,-0.229221452,1.79E-06
Masha13-Robot,stdevF0Hz,-0.3518409265,-0.2355062075,5.84E-07,0.7596542565,4.59E-81,0.7641437281,1.61E-83,0.7719444312,3.17E-87,0.7775002035,2.90E-90,0.7760672698,1.00E-88,0.7735741262,8.03E-87,0.7737334571,6.94E-86
Masha13-Robot,HNR,-0.4410604439,0.0535146464,0.2626531288,0.0467429314,0.3363924502,0.0294775845,0.5421179408,0.03873384402,0.4203372435,0.09186199433,0.05416620281,0.1385487618,0.003787665399,0.1911270269,6.65E-05,0.235474106,9.14E-07
Masha13-Robot,localJitter,-0.4126545047,-0.169907071,0.0003436926492,-0.00861329843,0.8594706753,0.07619838797,0.1146164954,0.1231215376,0.01016103332,0.1480618672,0.00184495674,0.1746845696,0.0002511941705,0.20497949,1.84E-05,0.2172145666,6.22E-06
Masha13-Robot,localabsoluteJitter,-0.4397411708,0.2775497851,3.18E-09,-0.01198700568,0.8053729922,0.08768628646,0.06929233348,0.1509380071,0.001593414543,0.192605203,4.77E-05,0.2397788421,4.18E-07,0.2960560761,3.80E-10,0.3229146512,9.04E-12
Masha13-Robot,rapJitter,-0.5712735237,-0.06600586187,0.1669349492,-0.4061224352,2.62E-18,-0.3491481039,8.99E-14,-0.318626537,1.01E-11,-0.2982312386,1.73E-10,-0.289211745,7.92E-10,-0.2744413487,7.22E-09,-0.2329779792,1.20E-06
Masha13-Robot,ppq5Jitter,-0.5239740698,-0.8346602828,1.59E-115,-0.1412937432,0.003512426898,-0.1118496195,0.02034653414,-0.08596062412,0.07329191402,-0.06180099737,0.1957006189,-0.06900807651,0.1507607515,-0.05091900903,0.2921169232,-0.02429426449,0.6174710237
Masha13-Robot,ddpJitter,-0.5712735237,-0.06600586187,0.1669349492,-0.4061224352,2.62E-18,-0.3491481039,8.99E-14,-0.318626537,1.01E-11,-0.2982312386,1.73E-10,-0.289211745,7.92E-10,-0.2744413487,7.22E-09,-0.2329779792,1.20E-06
Masha13-Robot,localShimmer,-0.3803299199,0.4008881418,2.04E-18,0.5920741371,1.47E-41,0.5277219468,3.35E-32,0.4579958069,6.08E-24,0.4009977751,1.99E-18,0.3795504523,2.36E-16,0.3424597171,2.82E-13,0.3151199943,2.98E-11
Masha13-Robot,localdbShimmer,-0.5219883868,0.5037221049,1.09E-29,0.4176227325,2.28E-19,0.3683728799,2.88E-15,0.3160772422,1.51E-11,0.2742780604,4.93E-09,0.2576806214,5.00E-08,0.2274656071,1.88E-06,0.2035915402,2.35E-05
Masha13-Robot,apq3Shimmer,-0.3644479987,0.09218113413,0.05333197698,0.5748218982,9.64E-39,0.5079482222,1.39E-29,0.4418602935,3.24E-22,0.3893694798,2.23E-17,0.3641243265,4.38E-15,0.3315413595,1.72E-12,0.3068998159,1.01E-10
Masha13-Robot,apq5Shimmer,-0.2754500822,-0.1444128962,0.002393058274,0.6874228896,9.81E-61,0.6191615791,7.23E-47,0.5506536637,7.42E-36,0.4975894772,6.67E-29,0.4833050104,7.63E-27,0.4507728232,6.57E-23,0.4229161233,7.20E-20
Masha13-Robot,apq11Shimmer,-0.4169706242,-0.3272864147,1.92E-12,0.2425196707,4.18E-07,0.2751109033,6.61E-09,0.3036859717,9.86E-11,0.322853904,3.93E-12,0.328877092,1.98E-12,0.3535040316,4.21E-14,0.3908134024,5.85E-17
Masha13-Robot,ddaShimmer,-0.3644479987,0.09218113413,0.05333197698,0.5748218982,9.64E-39,0.5079482222,1.39E-29,0.4418602935,3.24E-22,0.3893694798,2.23E-17,0.3641243265,4.38E-15,0.3315413595,1.72E-12,0.3068998159,1.01E-10
Masha13-Robot,meanPitch,-0.3701137967,0.01492886465,0.7548299321,0.4735273077,3.88E-25,0.4486836282,1.09E-22,0.4221239912,3.17E-20,0.3869886523,3.61E-17,0.352803228,3.39E-14,0.3226143945,7.15E-12,0.2916968477,8.81E-10
Masha13-Robot,maxPitch,-0.3675536134,0.3357930029,4.66E-13,0.4010201992,7.51E-18,0.4168393251,1.67E-19,0.4305618662,4.64E-21,0.4358312184,7.98E-22,0.4450713616,1.49E-22,0.4525170927,4.28E-23,0.454327995,4.91E-23
Masha13-Robot,minPitch,-0.4455206654,-0.301544758,1.06E-10,0.3864614399,1.37E-16,0.3912695623,3.51E-17,0.3962688087,8.29E-18,0.3869157048,3.66E-17,0.3807221183,1.88E-16,0.3585469528,1.72E-14,0.3560678113,3.78E-14
Masha13-Robot,meanIntensity,-0.4235144828,0.3869197676,3.66E-17,-0.487515495,9.34E-27,-0.5628885138,2.63E-37,-0.6272748531,5.91E-49,-0.6383752705,9.76E-52,-0.6426157119,4.91E-52,-0.6282492928,1.34E-48,-0.6370065104,9.40E-50
Masha13-Robot,maxIntensity,-0.8547157954,0.7840230629,9.50E-93,0.163013493,0.0007427233841,0.1213635151,0.01178096859,0.09571195234,0.04603531254,0.09698445436,0.04201499146,0.08834486252,0.06563954945,0.0793516626,0.100326378,0.06876451378,0.1570341473
Masha13-Robot,minIntensity,-0.5935847498,-0.6332650946,1.07E-50,0.3500100744,1.08E-13,0.3110386689,4.24E-11,0.2695438486,1.12E-08,0.2287470941,1.24E-06,0.1909085998,6.15E-05,0.1559282372,0.001179267838,0.1145499313,0.01816031404
Nash- Dec 11 17_30- Robot- Male,meanF0Hz,-0.4324015385,0.1149197086,4.22E-05,0.1008067146,0.000359503743,0.1168697127,3.34E-05,0.1332589607,2.09E-06,0.1473988134,1.41E-07,0.1580466183,1.72E-08,0.167608419,2.35E-09,0.1750436034,4.72E-10
Nash- Dec 11 17_30- Robot- Male,stdevF0Hz,-0.4960411101,0.2041037953,2.36E-13,-0.2268211802,4.89E-16,-0.231193231,1.12E-16,-0.2294907962,1.65E-16,-0.2235691059,8.79E-16,-0.2156773128,1.02E-14,-0.2104987864,5.03E-14,-0.2035159049,3.83E-13
Nash- Dec 11 17_30- Robot- Male,HNR,-0.7531973332,-0.4259425858,7.24E-57,-0.4354824123,5.92E-59,-0.4416156865,5.33E-61,-0.4480190389,3.51E-63,-0.4617447956,9.40E-68,-0.4676037458,2.15E-69,-0.472569027,9.30E-71,-0.4756748718,1.63E-71
Nash- Dec 11 17_30- Robot- Male,localJitter,-0.5560459117,-0.4277340552,2.21E-57,-0.2647772836,1.76E-21,-0.261055557,5.52E-21,-0.259171606,9.01E-21,-0.2553897021,2.86E-20,-0.2495010097,2.55E-19,-0.2421084033,3.48E-18,-0.2350845457,3.83E-17
Nash- Dec 11 17_30- Robot- Male,localabsoluteJitter,-0.6163297359,-0.2076552417,8.86E-14,-0.2338130542,5.70E-17,-0.2155569314,1.20E-14,-0.2040998164,2.63E-13,-0.1942896474,3.23E-12,-0.1840772817,4.66E-11,-0.1710084875,1.10E-09,-0.1579748316,1.99E-08
Nash- Dec 11 17_30- Robot- Male,rapJitter,-0.6064477214,-0.3269893545,7.00E-33,-0.2493668898,3.69E-19,-0.2470565657,6.81E-19,-0.2422384648,2.86E-18,-0.2319266013,6.73E-17,-0.2188460242,4.07E-15,-0.2085493368,8.66E-14,-0.2035456444,3.80E-13
Nash- Dec 11 17_30- Robot- Male,ppq5Jitter,-0.5156427815,-0.06990803908,0.01291851122,-0.1281387391,5.55E-06,-0.1261673158,7.42E-06,-0.1234572909,1.12E-05,-0.1182703396,2.49E-05,-0.1113005981,7.57E-05,-0.105054786,0.0001939321513,-0.1009098153,0.0003545047873
Nash- Dec 11 17_30- Robot- Male,ddpJitter,-0.6064477214,-0.3269893545,7.00E-33,-0.2493668898,3.69E-19,-0.2470565657,6.81E-19,-0.2422384648,2.86E-18,-0.2319266013,6.73E-17,-0.2188460242,4.07E-15,-0.2085493368,8.66E-14,-0.2035456444,3.80E-13
Nash- Dec 11 17_30- Robot- Male,localShimmer,-0.4611634298,0.06715378328,0.01694784808,0.3218043371,1.74E-31,0.3172309788,1.03E-30,0.3080481338,4.43E-29,0.2943700436,1.10E-26,0.2774199096,1.11E-23,0.2615046366,4.71E-21,0.2513105443,1.92E-19
Nash- Dec 11 17_30- Robot- Male,localdbShimmer,-0.4353808918,-0.02882803976,0.3057806288,0.3095167122,3.90E-29,0.3117878785,1.13E-29,0.3109774107,1.24E-29,0.3053113133,1.12E-28,0.2951864057,9.86E-27,0.2906212057,7.87E-26,0.2959531801,1.14E-26
Nash- Dec 11 17_30- Robot- Male,apq3Shimmer,-0.7274456855,0.2472419737,4.65E-19,0.008979506268,0.7512169551,0.008185387633,0.7721409331,0.006658524454,0.8134107109,0.004985320388,0.8594551899,0.002550996866,0.9279489321,0.0005065158718,0.9857036441,-0.0006946431901,0.9804338886
Nash- Dec 11 17_30- Robot- Male,apq5Shimmer,-0.4803027427,0.4621385817,7.02E-68,0.3673386255,3.43E-41,0.3653906814,6.73E-41,0.3604063672,6.53E-40,0.3540033968,1.28E-38,0.350797254,9.16E-38,0.3451992633,2.08E-36,0.3432653993,7.37E-36
Nash- Dec 11 17_30- Robot- Male,apq11Shimmer,-0.399264385,0.1110313339,7.63E-05,-0.04310040698,0.1279083444,-0.03887147511,0.1689273877,-0.03756836025,0.1828071606,-0.02489619401,0.3764856107,-0.01641769283,0.5605669742,-0.008864068342,0.7538352711,-0.007049221237,0.8034524106
Nash- Dec 11 17_30- Robot- Male,ddaShimmer,-0.7274456855,0.2472419737,4.65E-19,0.008979506268,0.7512169551,0.008185387633,0.7721409331,0.006658524454,0.8134107109,0.004985320388,0.8594551899,0.002550996866,0.9279489321,0.0005065158718,0.9857036441,-0.0006946431901,0.9804338886
Nash- Dec 11 17_30- Robot- Male,meanPitch,-0.3918633066,0.03894515758,0.166430853,0.1615692971,9.35E-09,0.1700571484,1.36E-09,0.1759349041,3.27E-10,0.1871856554,1.98E-11,0.2027314182,3.82E-13,0.2183524219,5.32E-15,0.2373708907,1.86E-17
Nash- Dec 11 17_30- Robot- Male,maxPitch,-0.5036615509,-0.09016089631,0.001332734878,-0.1676281699,2.52E-09,-0.1367086009,1.18E-06,-0.1109611294,7.97E-05,-0.07645740741,0.006536777846,-0.03284173369,0.2442377208,0.009066653772,0.7483972015,0.05967402787,0.03496883087
Nash- Dec 11 17_30- Robot- Male,minPitch,-0.554819697,-0.7178232599,1.11E-200,0.1831070262,7.03E-11,0.1665940234,2.94E-09,0.1549558409,3.27E-08,0.1445401017,2.46E-07,0.145770962,2.05E-07,0.136210585,1.29E-06,0.1176302022,3.08E-05
Nash- Dec 11 17_30- Robot- Male,meanIntensity,-0.6375795317,0.44908953,9.35E-64,-0.4844103361,1.79E-74,-0.4593071743,1.87E-66,-0.434778943,3.32E-59,-0.4094331551,2.85E-52,-0.3869276824,3.12E-46,-0.3585205531,2.47E-39,-0.3270750868,1.58E-32
Nash- Dec 11 17_30- Robot- Male,maxIntensity,-0.5718367379,0.2685412905,2.55E-22,0.2241567406,1.09E-15,0.2422092592,3.37E-18,0.2550157323,3.86E-20,0.2676173907,3.59E-22,0.2854611989,4.92E-25,0.2977802498,4.28E-27,0.308175966,6.93E-29
Nash- Dec 11 17_30- Robot- Male,minIntensity,-0.6771835819,0.29785361,2.60E-27,-0.6175893472,3.16E-132,-0.6222133673,2.77E-135,-0.629431074,7.10E-140,-0.6340502325,4.35E-143,-0.6367569761,4.18E-144,-0.6340136922,5.99E-142,-0.6310447706,1.08E-139
